Age,Attrition,BusinessTravel,Department,DistanceFromHome,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,NumCompaniesWorked,MonthlyIncome,OverTime,PercentSalaryHike,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
29.0,No,Travel_Rarely,Research & Development,28.0,3.0,Female,3.0,Research Scientist,4.0,4.0,2514.0,No,22.0,3.0,7.0,5.0,1.0
41.0,,Non-Travel,Research & Development,7.0,2.0,Female,1.0,Research Director,3.0,1.0,19973.0,No,22.0,3.0,21.0,16.0,5.0
30.0,No,Travel_Rarely,Human Resources,9.0,3.0,Male,3.0,Human Resources,4.0,0.0,6347.0,Yes,19.0,1.0,11.0,9.0,
,No,Travel_Rarely,Research & Development,10.0,3.0,Male,,Research Director,,7.0,13464.0,No,21.0,3.0,4.0,3.0,2.0
,Yes,Travel_Rarely,Research & Development,8.0,3.0,Female,3.0,Laboratory Technician,1.0,1.0,2398.0,Yes,17.0,3.0,,0.0,0.0
31.0,No,Non-Travel,Research & Development,1.0,3.0,,1.0,Manufacturing Director,3.0,0.0,4345.0,No,12.0,3.0,5.0,4.0,1.0
45.0,No,Travel_Rarely,Sales,11.0,4.0,Female,3.0,Manager,4.0,3.0,17650.0,No,13.0,4.0,9.0,3.0,1.0
42.0,No,Travel_Frequently,Research & Development,29.0,1.0,Female,3.0,Research Scientist,3.0,2.0,4556.0,No,11.0,3.0,5.0,,0.0
31.0,No,Travel_Frequently,Research & Development,7.0,3.0,Female,2.0,Manufacturing Director,3.0,1.0,8943.0,No,24.0,3.0,10.0,,8.0
51.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,,,2.0,5.0,5482.0,No,,3.0,,1.0,1.0
34.0,No,Travel_Frequently,Research & Development,,4.0,Male,2.0,Healthcare Representative,1.0,0.0,5343.0,No,20.0,3.0,13.0,9.0,4.0
33.0,No,Non-Travel,,17.0,4.0,Male,3.0,Manager,3.0,1.0,17444.0,No,11.0,3.0,10.0,8.0,
35.0,No,Travel_Rarely,Sales,7.0,3.0,Female,3.0,Sales Executive,4.0,1.0,5204.0,Yes,11.0,3.0,10.0,8.0,0.0
40.0,No,Travel_Rarely,Sales,,2.0,Female,3.0,Sales Executive,2.0,3.0,5677.0,No,14.0,3.0,11.0,8.0,5.0
33.0,No,Travel_Rarely,Sales,10.0,4.0,Male,4.0,Sales Executive,3.0,0.0,8380.0,Yes,,3.0,9.0,8.0,0.0
34.0,No,Travel_Rarely,Sales,,2.0,Female,3.0,Sales Executive,3.0,1.0,5714.0,No,20.0,2.0,6.0,5.0,1.0
,,Travel_Rarely,Research & Development,1.0,2.0,,3.0,Research Scientist,4.0,1.0,2691.0,No,12.0,2.0,10.0,9.0,8.0
30.0,No,Travel_Rarely,Research & Development,8.0,2.0,Female,4.0,Research Director,1.0,0.0,11416.0,Yes,12.0,2.0,8.0,7.0,1.0
33.0,No,Travel_Frequently,Research & Development,3.0,4.0,Female,3.0,Research Scientist,3.0,1.0,2909.0,Yes,11.0,3.0,8.0,7.0,3.0
45.0,No,Non-Travel,Research & Development,,4.0,Male,3.0,Laboratory Technician,1.0,1.0,3633.0,Yes,15.0,3.0,9.0,8.0,0.0
37.0,No,,Sales,9.0,1.0,Male,3.0,Sales Executive,2.0,1.0,8834.0,No,13.0,3.0,9.0,5.0,7.0
,No,Travel_Rarely,Sales,7.0,4.0,Male,3.0,Sales Executive,4.0,4.0,7547.0,No,12.0,3.0,7.0,7.0,1.0
32.0,No,Travel_Frequently,Research & Development,2.0,4.0,Male,,Laboratory Technician,4.0,,3068.0,No,,2.0,7.0,7.0,3.0
28.0,No,Travel_Rarely,Research & Development,1.0,,Male,3.0,Research Scientist,1.0,2.0,2080.0,No,11.0,2.0,3.0,2.0,1.0
26.0,No,Travel_Rarely,Research & Development,2.0,1.0,Male,2.0,Research Scientist,4.0,0.0,3904.0,No,,3.0,4.0,3.0,1.0
30.0,Yes,,Research & Development,22.0,1.0,Female,3.0,Research Scientist,3.0,4.0,2132.0,Yes,11.0,3.0,5.0,2.0,0.0
33.0,No,Travel_Frequently,Sales,1.0,3.0,Female,4.0,Sales Executive,,2.0,5376.0,No,19.0,3.0,5.0,3.0,1.0
38.0,No,Travel_Rarely,Research & Development,1.0,3.0,Female,3.0,Manufacturing Director,3.0,4.0,7861.0,Yes,14.0,4.0,1.0,0.0,0.0
41.0,No,Travel_Rarely,Research & Development,19.0,3.0,Male,3.0,Research Scientist,1.0,2.0,3072.0,No,16.0,,1.0,0.0,0.0
51.0,Yes,Travel_Frequently,Research & Development,8.0,1.0,Male,1.0,Manufacturing Director,4.0,2.0,10650.0,No,15.0,3.0,4.0,2.0,0.0
38.0,No,Travel_Frequently,Research & Development,12.0,1.0,Male,2.0,Healthcare Representative,1.0,2.0,6288.0,No,15.0,2.0,4.0,3.0,1.0
27.0,No,Travel_Rarely,Sales,23.0,2.0,Female,2.0,Sales Representative,3.0,1.0,3540.0,No,21.0,3.0,9.0,8.0,5.0
53.0,No,Travel_Rarely,Research & Development,23.0,4.0,Female,3.0,Research Director,4.0,6.0,14275.0,No,18.0,3.0,12.0,9.0,3.0
30.0,No,Travel_Rarely,Sales,16.0,4.0,Male,3.0,Sales Executive,3.0,8.0,5301.0,No,15.0,2.0,2.0,1.0,2.0
,Yes,Travel_Rarely,Sales,9.0,2.0,Male,3.0,Sales Representative,4.0,1.0,1081.0,No,13.0,2.0,1.0,0.0,0.0
30.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,1.0,,3.0,,3833.0,No,21.0,3.0,,2.0,0.0
58.0,No,Travel_Rarely,Research & Development,1.0,,,,Research Director,1.0,3.0,19701.0,Yes,21.0,3.0,9.0,8.0,1.0
34.0,No,Travel_Rarely,Sales,1.0,2.0,Male,4.0,Sales Executive,4.0,0.0,9725.0,No,11.0,2.0,15.0,1.0,
26.0,No,Travel_Frequently,Research & Development,6.0,3.0,Male,4.0,Laboratory Technician,4.0,0.0,2544.0,No,18.0,3.0,7.0,7.0,7.0
51.0,No,Travel_Rarely,Sales,14.0,3.0,Female,3.0,Sales Executive,4.0,4.0,4936.0,No,11.0,2.0,7.0,,0.0
39.0,No,Travel_Rarely,Research & Development,10.0,3.0,Male,3.0,Manager,1.0,1.0,17068.0,Yes,14.0,3.0,21.0,9.0,11.0
36.0,No,Non-Travel,Sales,10.0,2.0,Male,3.0,Sales Executive,4.0,1.0,9980.0,No,14.0,2.0,10.0,3.0,9.0
32.0,No,Travel_Rarely,Sales,8.0,3.0,Female,2.0,Sales Executive,2.0,1.0,5228.0,Yes,11.0,3.0,13.0,12.0,11.0
56.0,No,Travel_Frequently,Research & Development,9.0,1.0,Female,3.0,Research Scientist,3.0,2.0,2942.0,No,19.0,3.0,5.0,4.0,0.0
57.0,No,Travel_Rarely,Research & Development,1.0,2.0,Male,4.0,Research Scientist,3.0,0.0,4900.0,No,24.0,2.0,12.0,9.0,2.0
57.0,No,Travel_Rarely,Sales,29.0,,Male,2.0,Manager,4.0,,14118.0,No,12.0,2.0,1.0,0.0,0.0
,No,Travel_Rarely,Research & Development,2.0,4.0,Female,2.0,Research Scientist,4.0,0.0,2342.0,Yes,20.0,2.0,4.0,2.0,2.0
23.0,Yes,Travel_Frequently,Sales,9.0,4.0,Male,3.0,Sales Representative,1.0,1.0,1790.0,No,19.0,2.0,1.0,0.0,1.0
53.0,No,Travel_Rarely,Research & Development,24.0,,Male,4.0,,4.0,3.0,7005.0,No,15.0,3.0,4.0,3.0,1.0
38.0,No,Travel_Frequently,Research & Development,2.0,4.0,Female,2.0,Laboratory Technician,2.0,1.0,2440.0,No,22.0,3.0,4.0,3.0,3.0
36.0,No,Travel_Rarely,,13.0,3.0,Male,3.0,Human Resources,2.0,4.0,2143.0,No,13.0,,5.0,2.0,0.0
29.0,No,Travel_Frequently,Sales,1.0,2.0,Female,3.0,Sales Executive,4.0,1.0,,No,14.0,3.0,11.0,10.0,4.0
38.0,No,Travel_Rarely,Research & Development,10.0,,Female,1.0,Research Director,3.0,3.0,13206.0,No,12.0,3.0,18.0,16.0,1.0
47.0,No,Travel_Rarely,Research & Development,25.0,1.0,Male,3.0,Healthcare Representative,3.0,2.0,8633.0,No,23.0,3.0,17.0,14.0,12.0
32.0,Yes,Travel_Rarely,Research & Development,7.0,4.0,Male,3.0,,3.0,1.0,4883.0,No,18.0,3.0,10.0,4.0,1.0
35.0,No,Travel_Rarely,Research & Development,18.0,2.0,Male,4.0,Research Scientist,1.0,1.0,5208.0,No,11.0,3.0,16.0,15.0,1.0
36.0,No,Travel_Frequently,Research & Development,11.0,2.0,Male,2.0,Manufacturing Director,2.0,1.0,6499.0,,13.0,3.0,6.0,5.0,0.0
49.0,Yes,Travel_Frequently,Research & Development,28.0,1.0,Male,2.0,Laboratory Technician,1.0,3.0,4284.0,No,20.0,3.0,4.0,3.0,1.0
34.0,No,Travel_Rarely,Research & Development,2.0,3.0,Female,2.0,Research Scientist,1.0,1.0,4381.0,No,11.0,3.0,6.0,5.0,1.0
39.0,No,,Research & Development,18.0,1.0,Male,3.0,Manufacturing Director,3.0,0.0,4534.0,No,11.0,3.0,,7.0,1.0
30.0,No,Non-Travel,Research & Development,1.0,3.0,Male,2.0,Manufacturing Director,3.0,1.0,8474.0,,,3.0,11.0,8.0,5.0
51.0,No,Travel_Frequently,Sales,2.0,2.0,Male,3.0,Sales Executive,2.0,2.0,10596.0,No,11.0,3.0,4.0,2.0,3.0
35.0,No,Travel_Rarely,Research & Development,6.0,3.0,Male,3.0,Research Scientist,3.0,0.0,3506.0,Yes,14.0,3.0,3.0,2.0,2.0
60.0,No,Travel_Rarely,Sales,16.0,1.0,,,Sales Executive,1.0,8.0,5405.0,No,14.0,3.0,2.0,2.0,2.0
50.0,Yes,Travel_Frequently,Sales,1.0,2.0,Male,3.0,Sales Executive,3.0,7.0,6728.0,No,12.0,3.0,6.0,3.0,0.0
45.0,No,Travel_Rarely,Research & Development,28.0,,Male,3.0,Research Scientist,4.0,4.0,2132.0,No,,3.0,,4.0,0.0
56.0,No,Travel_Rarely,Research & Development,7.0,4.0,Male,1.0,Manufacturing Director,4.0,4.0,7260.0,,11.0,2.0,6.0,,0.0
46.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,3.0,Manufacturing Director,4.0,3.0,8578.0,,14.0,,9.0,8.0,4.0
42.0,No,Travel_Rarely,,12.0,2.0,Male,3.0,Laboratory Technician,2.0,8.0,2766.0,No,22.0,2.0,5.0,3.0,0.0
60.0,No,Travel_Rarely,Research & Development,,3.0,Male,1.0,Healthcare Representative,4.0,3.0,10883.0,No,20.0,4.0,1.0,0.0,0.0
25.0,No,Travel_Rarely,Sales,3.0,3.0,,3.0,Sales Executive,1.0,1.0,4194.0,Yes,18.0,3.0,5.0,3.0,0.0
,No,Non-Travel,Human Resources,1.0,3.0,Male,3.0,Human Resources,4.0,1.0,2706.0,No,15.0,3.0,3.0,2.0,2.0
53.0,Yes,,Research & Development,2.0,3.0,Female,2.0,,4.0,0.0,10169.0,No,16.0,3.0,33.0,7.0,1.0
39.0,No,Travel_Rarely,Research & Development,9.0,1.0,Male,3.0,Manufacturing Director,1.0,1.0,5151.0,No,25.0,3.0,10.0,0.0,7.0
48.0,,Travel_Rarely,Research & Development,10.0,4.0,Male,2.0,Research Director,2.0,4.0,19665.0,No,12.0,3.0,22.0,10.0,12.0
37.0,No,Travel_Rarely,Sales,6.0,3.0,Male,3.0,Sales Executive,4.0,4.0,6502.0,,14.0,4.0,5.0,4.0,
41.0,No,Travel_Frequently,Research & Development,22.0,4.0,Female,3.0,Research Scientist,4.0,3.0,5467.0,Yes,14.0,2.0,6.0,2.0,3.0
21.0,No,Non-Travel,Sales,9.0,1.0,Male,3.0,Sales Representative,4.0,1.0,2610.0,No,24.0,2.0,3.0,2.0,2.0
32.0,No,Travel_Rarely,Sales,13.0,2.0,,3.0,Sales Executive,4.0,2.0,4403.0,No,11.0,2.0,5.0,2.0,0.0
37.0,Yes,Travel_Rarely,Research & Development,2.0,4.0,Male,2.0,Laboratory Technician,3.0,6.0,2090.0,Yes,15.0,3.0,,0.0,0.0
59.0,No,Travel_Rarely,Research & Development,3.0,3.0,Female,4.0,,,4.0,2670.0,Yes,20.0,2.0,1.0,0.0,0.0
,No,Travel_Frequently,Research & Development,7.0,1.0,Male,3.0,Laboratory Technician,1.0,1.0,5210.0,No,18.0,3.0,24.0,9.0,9.0
35.0,,Travel_Frequently,Research & Development,25.0,4.0,Female,,Research Scientist,2.0,1.0,2022.0,Yes,19.0,2.0,10.0,2.0,7.0
36.0,No,Travel_Frequently,Research & Development,3.0,3.0,Male,3.0,Research Scientist,2.0,1.0,,No,12.0,2.0,11.0,10.0,0.0
41.0,No,Travel_Rarely,Sales,3.0,3.0,Male,2.0,Sales Executive,2.0,2.0,8938.0,No,11.0,3.0,5.0,4.0,0.0
41.0,No,Travel_Rarely,Sales,6.0,4.0,Female,3.0,Manager,4.0,,13591.0,Yes,18.0,,1.0,0.0,0.0
42.0,No,Travel_Rarely,Research & Development,7.0,2.0,Female,4.0,Research Scientist,2.0,6.0,2372.0,Yes,16.0,3.0,1.0,0.0,0.0
42.0,No,Travel_Rarely,Sales,8.0,3.0,Male,3.0,Sales Executive,2.0,0.0,6825.0,No,11.0,3.0,9.0,,4.0
24.0,No,Non-Travel,Sales,13.0,4.0,Female,3.0,Sales Representative,2.0,1.0,2033.0,No,13.0,3.0,1.0,0.0,0.0
,Yes,Travel_Rarely,Sales,,1.0,Female,3.0,Sales Executive,1.0,0.0,8224.0,Yes,17.0,3.0,5.0,2.0,
43.0,No,Travel_Frequently,Research & Development,1.0,4.0,Female,3.0,Healthcare Representative,4.0,4.0,5562.0,No,13.0,2.0,5.0,2.0,2.0
25.0,No,Travel_Rarely,Sales,4.0,3.0,Male,2.0,Sales Executive,1.0,1.0,4256.0,No,12.0,4.0,5.0,2.0,0.0
38.0,No,Travel_Frequently,Research & Development,10.0,3.0,Male,3.0,,3.0,0.0,2684.0,No,17.0,2.0,2.0,1.0,0.0
33.0,,Travel_Rarely,Research & Development,8.0,4.0,Male,3.0,Healthcare Representative,3.0,2.0,6388.0,Yes,17.0,3.0,0.0,0.0,0.0
53.0,No,Travel_Rarely,Sales,7.0,1.0,Female,2.0,Sales Executive,4.0,7.0,10934.0,Yes,18.0,3.0,5.0,2.0,0.0
43.0,No,Travel_Frequently,Research & Development,27.0,3.0,Female,3.0,Manufacturing Director,1.0,,10820.0,No,11.0,3.0,8.0,7.0,0.0
42.0,No,Travel_Rarely,Research & Development,2.0,4.0,Female,2.0,Laboratory Technician,1.0,0.0,2593.0,Yes,,3.0,9.0,6.0,7.0
53.0,No,Travel_Rarely,Research & Development,5.0,3.0,Female,3.0,Manager,3.0,4.0,19094.0,No,11.0,2.0,14.0,,4.0
29.0,Yes,Travel_Rarely,Research & Development,,2.0,Male,,Laboratory Technician,1.0,1.0,2119.0,Yes,,2.0,7.0,7.0,0.0
29.0,No,Travel_Rarely,Research & Development,27.0,2.0,Female,3.0,Healthcare Representative,3.0,4.0,4335.0,No,12.0,2.0,8.0,7.0,1.0
37.0,No,,Research & Development,19.0,2.0,Male,3.0,Research Scientist,2.0,4.0,3022.0,No,21.0,3.0,1.0,0.0,0.0
50.0,No,Travel_Frequently,Research & Development,1.0,,Female,3.0,Research Director,2.0,,18172.0,Yes,19.0,2.0,8.0,3.0,0.0
29.0,No,Non-Travel,Sales,2.0,4.0,Male,3.0,Sales Executive,3.0,1.0,4649.0,No,14.0,2.0,4.0,3.0,0.0
33.0,No,Travel_Frequently,Research & Development,1.0,1.0,Female,3.0,Research Director,4.0,1.0,13458.0,Yes,12.0,3.0,15.0,14.0,8.0
55.0,No,Non-Travel,Research & Development,2.0,3.0,Male,2.0,Manager,1.0,7.0,16756.0,No,15.0,4.0,9.0,7.0,6.0
51.0,No,Travel_Rarely,Research & Development,8.0,2.0,Male,2.0,Research Director,2.0,,,No,16.0,1.0,10.0,9.0,4.0
30.0,No,Travel_Frequently,Research & Development,23.0,1.0,Male,1.0,Research Scientist,3.0,1.0,2613.0,No,25.0,,,,0.0
49.0,No,Travel_Rarely,Research & Development,4.0,1.0,Male,2.0,Manager,3.0,2.0,18711.0,No,13.0,4.0,1.0,0.0,0.0
47.0,,Travel_Frequently,Research & Development,16.0,3.0,Male,4.0,Manufacturing Director,3.0,1.0,5067.0,Yes,19.0,4.0,19.0,10.0,2.0
,No,Travel_Rarely,Research & Development,1.0,3.0,Male,3.0,Research Scientist,2.0,1.0,2501.0,No,17.0,3.0,1.0,1.0,1.0
47.0,No,Travel_Rarely,,9.0,2.0,Female,3.0,Laboratory Technician,3.0,4.0,2105.0,No,12.0,,2.0,2.0,2.0
58.0,No,Travel_Rarely,Research & Development,23.0,1.0,Male,3.0,Research Scientist,3.0,1.0,2372.0,No,12.0,3.0,2.0,2.0,
41.0,Yes,Travel_Rarely,Research & Development,12.0,,Female,3.0,Research Director,3.0,1.0,19545.0,No,12.0,3.0,22.0,15.0,15.0
29.0,No,Travel_Rarely,,28.0,4.0,Female,2.0,Research Scientist,1.0,1.0,3785.0,No,14.0,1.0,5.0,4.0,0.0
50.0,No,Travel_Rarely,Research & Development,28.0,4.0,Male,4.0,Laboratory Technician,3.0,1.0,,Yes,11.0,3.0,20.0,8.0,3.0
32.0,No,Travel_Rarely,Research & Development,29.0,3.0,Female,2.0,Laboratory Technician,2.0,,,No,13.0,3.0,6.0,2.0,4.0
44.0,No,Travel_Rarely,Research & Development,7.0,2.0,Female,3.0,Research Director,4.0,0.0,19049.0,Yes,14.0,2.0,22.0,7.0,1.0
,No,Travel_Rarely,Human Resources,1.0,3.0,Male,4.0,Human Resources,3.0,1.0,2844.0,No,13.0,4.0,7.0,6.0,5.0
26.0,Yes,Travel_Frequently,Research & Development,2.0,1.0,Male,3.0,Research Scientist,1.0,6.0,,Yes,14.0,3.0,3.0,2.0,1.0
40.0,No,Travel_Frequently,Sales,5.0,,Male,,Sales Executive,1.0,5.0,10475.0,Yes,21.0,3.0,18.0,13.0,1.0
45.0,No,Travel_Rarely,Research & Development,2.0,2.0,Female,2.0,Research Scientist,3.0,1.0,2274.0,No,14.0,3.0,1.0,0.0,0.0
46.0,No,Travel_Frequently,Research & Development,18.0,1.0,Female,3.0,Healthcare Representative,3.0,5.0,10527.0,No,11.0,2.0,2.0,2.0,1.0
28.0,Yes,Non-Travel,Research & Development,24.0,2.0,Male,2.0,Healthcare Representative,1.0,1.0,8722.0,No,12.0,2.0,10.0,7.0,1.0
34.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,4.0,Research Scientist,4.0,0.0,2932.0,Yes,14.0,3.0,5.0,0.0,1.0
,No,Travel_Frequently,Research & Development,18.0,3.0,Male,3.0,Healthcare Representative,2.0,3.0,6385.0,Yes,14.0,3.0,8.0,7.0,6.0
19.0,No,Travel_Rarely,Research & Development,25.0,2.0,Female,4.0,Research Scientist,4.0,1.0,2994.0,Yes,12.0,3.0,1.0,0.0,0.0
32.0,No,Travel_Rarely,Research & Development,1.0,1.0,Male,3.0,Manufacturing Director,4.0,1.0,6162.0,Yes,22.0,3.0,9.0,8.0,7.0
40.0,No,Non-Travel,Research & Development,9.0,3.0,Male,3.0,Laboratory Technician,3.0,3.0,3975.0,No,11.0,,,7.0,0.0
30.0,No,Travel_Rarely,Sales,4.0,3.0,,2.0,Sales Executive,2.0,1.0,5209.0,Yes,12.0,2.0,11.0,8.0,2.0
22.0,Yes,Travel_Rarely,Research & Development,,2.0,Female,3.0,,3.0,0.0,4171.0,Yes,19.0,4.0,3.0,2.0,0.0
48.0,No,Travel_Rarely,Research & Development,20.0,4.0,Male,3.0,Research Scientist,3.0,4.0,2259.0,No,17.0,2.0,0.0,0.0,0.0
45.0,,Non-Travel,Research & Development,2.0,1.0,Male,2.0,Manager,4.0,9.0,16792.0,No,23.0,3.0,20.0,8.0,11.0
53.0,No,Travel_Rarely,Research & Development,3.0,3.0,Male,3.0,Research Director,3.0,3.0,17584.0,Yes,16.0,2.0,5.0,3.0,1.0
36.0,No,Travel_Frequently,Sales,3.0,1.0,,2.0,Sales Executive,4.0,4.0,9699.0,No,11.0,3.0,13.0,9.0,1.0
29.0,No,Travel_Frequently,Research & Development,1.0,2.0,Male,1.0,,4.0,1.0,2720.0,No,18.0,3.0,10.0,7.0,2.0
46.0,No,Travel_Rarely,Research & Development,8.0,4.0,Female,2.0,Research Scientist,1.0,8.0,4615.0,Yes,,3.0,16.0,13.0,1.0
41.0,No,Travel_Rarely,Research & Development,7.0,4.0,Female,3.0,Manufacturing Director,3.0,6.0,5003.0,No,14.0,3.0,2.0,2.0,2.0
41.0,Yes,Travel_Rarely,Sales,20.0,2.0,,3.0,Sales Representative,2.0,1.0,3140.0,Yes,22.0,2.0,4.0,3.0,0.0
52.0,No,Travel_Frequently,Research & Development,28.0,4.0,Female,4.0,Manufacturing Director,3.0,2.0,13247.0,Yes,11.0,2.0,5.0,3.0,0.0
51.0,No,Travel_Frequently,Research & Development,1.0,1.0,Female,2.0,Healthcare Representative,1.0,3.0,7484.0,No,20.0,2.0,13.0,12.0,12.0
26.0,Yes,Travel_Rarely,Research & Development,25.0,1.0,Male,1.0,Laboratory Technician,3.0,1.0,2293.0,No,12.0,2.0,1.0,0.0,0.0
36.0,No,Travel_Rarely,Sales,2.0,3.0,Male,3.0,Sales Representative,4.0,3.0,2644.0,Yes,21.0,2.0,3.0,2.0,1.0
38.0,Yes,Travel_Rarely,Research & Development,,2.0,Male,3.0,Healthcare Representative,1.0,7.0,6673.0,Yes,19.0,3.0,1.0,0.0,0.0
31.0,No,Travel_Frequently,Sales,2.0,4.0,Male,3.0,Sales Executive,1.0,7.0,,No,13.0,3.0,5.0,2.0,0.0
44.0,No,Travel_Rarely,Sales,1.0,2.0,Female,,Sales Executive,1.0,5.0,5454.0,Yes,21.0,,4.0,3.0,1.0
30.0,No,Travel_Rarely,Sales,27.0,3.0,Male,3.0,Sales Executive,4.0,7.0,5304.0,No,23.0,2.0,8.0,7.0,7.0
31.0,Yes,Travel_Frequently,Sales,1.0,4.0,Female,3.0,Sales Representative,2.0,1.0,2302.0,Yes,11.0,4.0,3.0,2.0,2.0
27.0,Yes,Travel_Rarely,Research & Development,17.0,4.0,Female,3.0,Research Scientist,,1.0,2394.0,Yes,13.0,3.0,8.0,2.0,7.0
28.0,No,Travel_Rarely,Research & Development,2.0,1.0,Male,2.0,Research Scientist,2.0,0.0,3201.0,No,17.0,,5.0,,
24.0,No,Travel_Rarely,Research & Development,17.0,4.0,Female,2.0,Manufacturing Director,3.0,1.0,4377.0,No,15.0,3.0,4.0,2.0,3.0
50.0,No,Travel_Rarely,Research & Development,1.0,3.0,Male,2.0,Laboratory Technician,3.0,2.0,3690.0,No,15.0,2.0,3.0,2.0,0.0
39.0,No,Travel_Rarely,Sales,4.0,4.0,Female,2.0,Sales Executive,3.0,4.0,5902.0,,14.0,4.0,15.0,11.0,5.0
30.0,No,Non-Travel,Research & Development,9.0,3.0,Female,3.0,Manufacturing Director,3.0,7.0,4695.0,Yes,,3.0,8.0,4.0,1.0
30.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,2.0,Laboratory Technician,4.0,1.0,,Yes,12.0,2.0,10.0,8.0,3.0
29.0,No,Travel_Rarely,Sales,5.0,1.0,Male,2.0,Sales Executive,2.0,1.0,4187.0,Yes,,2.0,10.0,0.0,0.0
59.0,No,Non-Travel,Human Resources,2.0,3.0,Female,2.0,Manager,4.0,9.0,18844.0,No,21.0,3.0,3.0,2.0,2.0
36.0,No,Non-Travel,,8.0,1.0,Female,4.0,Research Director,1.0,9.0,11713.0,No,14.0,3.0,8.0,7.0,0.0
29.0,Yes,Travel_Rarely,Research & Development,10.0,4.0,Female,2.0,Research Scientist,1.0,6.0,2404.0,Yes,20.0,3.0,0.0,0.0,0.0
30.0,Yes,Travel_Frequently,Sales,12.0,2.0,Male,2.0,Sales Representative,1.0,1.0,2033.0,No,18.0,4.0,1.0,0.0,0.0
50.0,No,Travel_Rarely,Research & Development,11.0,3.0,Female,3.0,Manager,2.0,3.0,19926.0,No,15.0,3.0,5.0,4.0,4.0
37.0,No,Travel_Rarely,Research & Development,1.0,3.0,Female,2.0,Research Scientist,1.0,2.0,3920.0,No,14.0,2.0,3.0,1.0,0.0
38.0,No,Travel_Rarely,Research & Development,25.0,1.0,,2.0,Research Director,2.0,3.0,12061.0,No,17.0,3.0,10.0,8.0,0.0
41.0,No,Non-Travel,Sales,10.0,4.0,Male,3.0,Sales Executive,4.0,7.0,6230.0,No,14.0,3.0,14.0,3.0,1.0
29.0,No,Travel_Rarely,Research & Development,4.0,4.0,,2.0,Research Scientist,1.0,1.0,2109.0,No,13.0,3.0,1.0,0.0,0.0
45.0,No,Travel_Rarely,Research & Development,8.0,4.0,Male,3.0,Research Scientist,4.0,9.0,3697.0,No,14.0,3.0,10.0,,9.0
28.0,No,Non-Travel,Sales,4.0,2.0,Male,3.0,Sales Executive,3.0,1.0,,No,15.0,4.0,5.0,4.0,0.0
29.0,No,Travel_Rarely,Research & Development,1.0,1.0,Male,3.0,Healthcare Representative,1.0,0.0,5373.0,No,12.0,2.0,5.0,3.0,0.0
42.0,No,Travel_Rarely,Research & Development,2.0,4.0,Male,3.0,Manager,1.0,0.0,17665.0,No,17.0,3.0,22.0,6.0,13.0
48.0,No,Travel_Rarely,Research & Development,1.0,4.0,Male,2.0,Research Director,4.0,6.0,18265.0,No,12.0,4.0,1.0,0.0,0.0
20.0,Yes,Travel_Frequently,Research & Development,6.0,4.0,Female,2.0,Laboratory Technician,4.0,1.0,,Yes,18.0,,1.0,0.0,1.0
31.0,No,Travel_Rarely,Research & Development,9.0,3.0,Male,3.0,Manufacturing Director,2.0,1.0,10648.0,No,25.0,4.0,13.0,8.0,0.0
41.0,No,Non-Travel,Human Resources,4.0,3.0,Male,1.0,Human Resources,2.0,6.0,6430.0,No,19.0,3.0,3.0,2.0,1.0
,Yes,Travel_Rarely,Human Resources,13.0,1.0,Male,2.0,Human Resources,1.0,4.0,2335.0,Yes,15.0,3.0,2.0,2.0,2.0
,,Travel_Rarely,Sales,4.0,2.0,Male,3.0,Sales Executive,1.0,7.0,5155.0,No,13.0,4.0,6.0,4.0,
36.0,No,Travel_Rarely,Sales,11.0,2.0,Female,2.0,Sales Executive,,4.0,,No,13.0,2.0,6.0,3.0,0.0
28.0,No,Travel_Rarely,,16.0,,Male,4.0,,1.0,0.0,5661.0,No,19.0,3.0,8.0,3.0,0.0
32.0,Yes,Travel_Rarely,Sales,1.0,1.0,Male,1.0,Sales Executive,2.0,6.0,,,15.0,3.0,0.0,0.0,0.0
36.0,No,,Research & Development,26.0,1.0,Male,3.0,Healthcare Representative,3.0,6.0,5347.0,No,14.0,2.0,3.0,2.0,0.0
42.0,No,Travel_Rarely,Research & Development,,2.0,Female,,Laboratory Technician,1.0,3.0,2576.0,No,16.0,3.0,5.0,2.0,1.0
43.0,No,Travel_Rarely,Sales,16.0,4.0,Female,3.0,Manager,4.0,5.0,16064.0,Yes,22.0,3.0,17.0,13.0,
36.0,No,Travel_Rarely,Sales,2.0,3.0,Female,3.0,Sales Representative,4.0,3.0,4502.0,No,15.0,2.0,13.0,7.0,6.0
25.0,No,Non-Travel,Research & Development,5.0,2.0,Male,4.0,Healthcare Representative,1.0,1.0,4000.0,No,12.0,3.0,6.0,3.0,
36.0,No,Non-Travel,,24.0,2.0,Female,3.0,Laboratory Technician,2.0,7.0,5674.0,No,15.0,3.0,,8.0,0.0
36.0,No,Travel_Frequently,Sales,11.0,2.0,Female,3.0,Sales Executive,4.0,0.0,,,14.0,3.0,9.0,7.0,2.0
